startCpG,endCpG,chr_hg38,start_hg38,end_hg38,strand_hg38
7442190,7442197,chr4,181860192,181860421,+
7453702,7453709,chr4,182862504,182862670,+
7453709,7453714,chr4,182862769,182862873,+
7453714,7453719,chr4,182863059,182863162,+
7453719,7453729,chr4,182863183,182863339,+
7453757,7453761,chr4,182865644,182865740,+
7454004,7454013,chr4,182880376,182880669,+
7454038,7454047,chr4,182882026,182882148,+
7454255,7454260,chr4,182895877,182896004,+
7454707,7454711,chr4,182918995,182919241,+
7455234,7455239,chr4,182969943,182970059,+
7456943,7456949,chr4,183100532,183100876,+
7456949,7456953,chr4,183100946,183101203,+
7457155,7457160,chr4,183118691,183119213,+
7457467,7457471,chr4,183154892,183155017,+
7458413,7458417,chr4,183260658,183260762,+
7459503,7459507,chr4,183354044,183354118,+
7459508,7459518,chr4,183354311,183354625,+
7459521,7459525,chr4,183355353,183355416,+
7463388,7463394,chr4,183588193,183588388,+
7463394,7463399,chr4,183588472,183588643,+
7464037,7464044,chr4,183636593,183636807,+
7465770,7465774,chr4,183746980,183747059,+
7465945,7465951,chr4,183757122,183757321,+
7466068,7466073,chr4,183765211,183765327,+
7467212,7467218,chr4,183834318,183834549,+
7467751,7467756,chr4,183876875,183876946,+
7468355,7468360,chr4,183907233,183907321,+
7468361,7468366,chr4,183907445,183907624,+
7469419,7469424,chr4,183987357,183987430,+
7469424,7469448,chr4,183987464,183987944,+
7470013,7470020,chr4,184028471,184028674,+
7470020,7470033,chr4,184028746,184029091,+
7470310,7470315,chr4,184053626,184053926,+
7471490,7471495,chr4,184150209,184150405,+
7472456,7472465,chr4,184230274,184230511,+
7472876,7472882,chr4,184268069,184268148,+
7473107,7473112,chr4,184288469,184288578,+
7473354,7473359,chr4,184311077,184311245,+
7473586,7473590,chr4,184329289,184329425,+
7473614,7473619,chr4,184331177,184331335,+
7473619,7473623,chr4,184331467,184331626,+
7473796,7473802,chr4,184348289,184348508,+
7473802,7473808,chr4,184348532,184348847,+
7474213,7474218,chr4,184386638,184386851,+
7474571,7474578,chr4,184406956,184407238,+
7474729,7474735,chr4,184417369,184417577,+
7474821,7474837,chr4,184425324,184425689,+
7475068,7475072,chr4,184440529,184440599,+
7476100,7476108,chr4,184503967,184504271,+
7476250,7476255,chr4,184514419,184514554,+
7478219,7478228,chr4,184671190,184671480,+
7478369,7478375,chr4,184681006,184681336,+
7479188,7479194,chr4,184748389,184748549,+
7479788,7479794,chr4,184795255,184795395,+
7479936,7479940,chr4,184805673,184805902,+
7480032,7480037,chr4,184813389,184813520,+
7480037,7480041,chr4,184813558,184813645,+
7481659,7481665,chr4,184937884,184938002,+
7486380,7486384,chr4,185222245,185222282,+
7486598,7486602,chr4,185236048,185236187,+
7487367,7487371,chr4,185306089,185306274,+
7488224,7488228,chr4,185383526,185383804,+
7488228,7488232,chr4,185383871,185384136,+
7488580,7488585,chr4,185399711,185399861,+
7489921,7489937,chr4,185504431,185504734,+
7490028,7490033,chr4,185513392,185513639,+
7490171,7490178,chr4,185529483,185529718,+
7490615,7490622,chr4,185567558,185567646,+
7490861,7490869,chr4,185587384,185587531,+
7490874,7490880,chr4,185587578,185587703,+
7490881,7490886,chr4,185587776,185587906,+
7491482,7491492,chr4,185638079,185638306,+
7491513,7491540,chr4,185638900,185639250,+
7491704,7491708,chr4,185656661,185656865,+
7492615,7492620,chr4,185738397,185738542,+
7492665,7492670,chr4,185742969,185743014,+
7493019,7493024,chr4,185774512,185774588,+
7493024,7493028,chr4,185774745,185774796,+
7493456,7493462,chr4,185808639,185809581,+
7493463,7493470,chr4,185809772,185810335,+
7493470,7493484,chr4,185810651,185811444,+
7493504,7493509,chr4,185812419,185812626,+
7493555,7493561,chr4,185817584,185817663,+
7494036,7494040,chr4,185865998,185866269,+
7494277,7494281,chr4,185887267,185887415,+
7494560,7494564,chr4,185912881,185913094,+
7495475,7495482,chr4,185999368,185999433,+
7496392,7496399,chr4,186058762,186059028,+
7496504,7496508,chr4,186069832,186069932,+
7496985,7496991,chr4,186104266,186104356,+
7497781,7497790,chr4,186149873,186150087,+
7504738,7504745,chr4,186651609,186651691,+
7504745,7504750,chr4,186651724,186651815,+
7504750,7504756,chr4,186651819,186651880,+
7504765,7504770,chr4,186652603,186652774,+
7507648,7507652,chr4,186887350,186887408,+
7508354,7508359,chr4,186936635,186936780,+
7523003,7523008,chr4,188226519,188226583,+
7531934,7531944,chr4,189051544,189051734,+
7547559,7547566,chr5,82216,82343,+
7554403,7554408,chr5,368640,368707,+
7555052,7555058,chr5,392412,392454,+
7555058,7555064,chr5,392475,392522,+
7555064,7555070,chr5,392543,392651,+
7558003,7558009,chr5,485685,485741,+
7558933,7558941,chr5,506147,506229,+
7559102,7559109,chr5,509867,509924,+
7560247,7560252,chr5,543849,543907,+
7560255,7560261,chr5,544024,544105,+
7560422,7560426,chr5,554143,554224,+
7561757,7561761,chr5,601551,601649,+
7561932,7561938,chr5,607628,607683,+
7563519,7563527,chr5,663813,663964,+
7563544,7563554,chr5,664413,664630,+
7570998,7571003,chr5,1003626,1003734,+
7571003,7571009,chr5,1003782,1003847,+
7574359,7574365,chr5,1089638,1089714,+
7575376,7575381,chr5,1118165,1118329,+
7575384,7575392,chr5,1118479,1118582,+
7575700,7575705,chr5,1129598,1129672,+
7575705,7575715,chr5,1129700,1129970,+
7575737,7575747,chr5,1130642,1130954,+
7575747,7575761,chr5,1131118,1131391,+
7576342,7576347,chr5,1152929,1153059,+
7576654,7576661,chr5,1161250,1161442,+
7576661,7576666,chr5,1161462,1161656,+
7576671,7576676,chr5,1161794,1161851,+
7576679,7576690,chr5,1161967,1162165,+
7577343,7577352,chr5,1182784,1182979,+
7577352,7577362,chr5,1182992,1183168,+
7577420,7577424,chr5,1186104,1186212,+
7580345,7580349,chr5,1282361,1282414,+
7581383,7581387,chr5,1313261,1313298,+
7581836,7581846,chr5,1330516,1330798,+
7581846,7581859,chr5,1330912,1331338,+
7586319,7586324,chr5,1500580,1500674,+
7587639,7587648,chr5,1552541,1552658,+
7588899,7588907,chr5,1608357,1608569,+
7592125,7592129,chr5,1755352,1755419,+
7599981,7599994,chr5,2111941,2112036,+
7599995,7600003,chr5,2112070,2112238,+
7600003,7600016,chr5,2112267,2112354,+
7602907,7602916,chr5,2278931,2278985,+
7610984,7610989,chr5,2803080,2803239,+
7613236,7613242,chr5,2992147,2992279,+
7614623,7614630,chr5,3092956,3093099,+
7623938,7623945,chr5,3741077,3741409,+
7632261,7632266,chr5,4630277,4630418,+
7635886,7635893,chr5,5057357,5057423,+
7637209,7637216,chr5,5188672,5188952,+
7650491,7650496,chr5,6495955,6496139,+
7654113,7654118,chr5,6733262,6733326,+
7654768,7654774,chr5,6766988,6767068,+
7655008,7655019,chr5,6775773,6775885,+
7655423,7655427,chr5,6813643,6813806,+
7656349,7656357,chr5,6900851,6901108,+
7659243,7659247,chr5,7268744,7268764,+
7660433,7660438,chr5,7391355,7391444,+
7660441,7660449,chr5,7391935,7392256,+
7665242,7665249,chr5,7879307,7879458,+
7676121,7676126,chr5,9409737,9409785,+
7677183,7677194,chr5,9535214,9535601,+
7677502,7677510,chr5,9547276,9547484,+
7677554,7677558,chr5,9553640,9553930,+
7683764,7683769,chr5,10288848,10289039,+
7683769,7683773,chr5,10289078,10289237,+
7683775,7683781,chr5,10289441,10289718,+
7683970,7683974,chr5,10301466,10301604,+
7683975,7683984,chr5,10301633,10301808,+
7683984,7683991,chr5,10301986,10302137,+
7685866,7685870,chr5,10445443,10445692,+
7686177,7686181,chr5,10462391,10462452,+
7686454,7686461,chr5,10479383,10479603,+
7686461,7686467,chr5,10479618,10479770,+
7687383,7687391,chr5,10539063,10539269,+
7688237,7688241,chr5,10577622,10577729,+
7689822,7689832,chr5,10663837,10664090,+
7690344,7690348,chr5,10702270,10702422,+
7690360,7690365,chr5,10703833,10704026,+
7690593,7690597,chr5,10725021,10725238,+
7690597,7690604,chr5,10725275,10725435,+
7690604,7690608,chr5,10725494,10725756,+
7690830,7690837,chr5,10747724,10748254,+
7694791,7694795,chr5,11172678,11172796,+
7695308,7695314,chr5,11234883,11235177,+
7713827,7713834,chr5,14008924,14009234,+
7719132,7719137,chr5,14440689,14440883,+
7719137,7719160,chr5,14440965,14441153,+
7719160,7719169,chr5,14441171,14441354,+
7719220,7719225,chr5,14445946,14445994,+
7719225,7719232,chr5,14446012,14446186,+
7721393,7721398,chr5,14595381,14595705,+
7722950,7722955,chr5,14728636,14728761,+
7724406,7724410,chr5,14850819,14850868,+
7726038,7726059,chr5,14992985,14993348,+
7726059,7726067,chr5,14993383,14993570,+
7726217,7726224,chr5,15008583,15008753,+
7737056,7737060,chr5,16492853,16492959,+
7737221,7737226,chr5,16509317,16509392,+
7737330,7737335,chr5,16520998,16521439,+
7737338,7737342,chr5,16521923,16521999,+
7737601,7737608,chr5,16539470,16539562,+
7737734,7737740,chr5,16554253,16554386,+
7737940,7737944,chr5,16573318,16573682,+
7738695,7738701,chr5,16629487,16629674,+
7739029,7739033,chr5,16666529,16666688,+
7739199,7739203,chr5,16674889,16675005,+
7739606,7739611,chr5,16700295,16700443,+
7740202,7740206,chr5,16735961,16736048,+
7741293,7741297,chr5,16807116,16807168,+
7742506,7742513,chr5,16894471,16894835,+
7742789,7742793,chr5,16913658,16913932,+
7745528,7745534,chr5,17079680,17079864,+
7745823,7745829,chr5,17097034,17097160,+
7746056,7746061,chr5,17114338,17114562,+
7746295,7746301,chr5,17130215,17130441,+
7746302,7746306,chr5,17130524,17130624,+
7748627,7748631,chr5,17305174,17305342,+
7748634,7748638,chr5,17305979,17306140,+
7748639,7748646,chr5,17306275,17306396,+
7748762,7748766,chr5,17312555,17312681,+
7749438,7749443,chr5,17375514,17375637,+
7842527,7842531,chr5,31886950,31887022,+
7843308,7843313,chr5,31944734,31944865,+
7847207,7847213,chr5,32200833,32200925,+
7847216,7847222,chr5,32201025,32201105,+
7847778,7847783,chr5,32233727,32233887,+
7847783,7847787,chr5,32234152,32234188,+
7848013,7848017,chr5,32255056,32255424,+
7849117,7849123,chr5,32331228,32331735,+
7850436,7850440,chr5,32446706,32446887,+
7853195,7853206,chr5,32708931,32709161,+
7855406,7855412,chr5,32991547,32991727,+
7861253,7861259,chr5,33850123,33850203,+
7862571,7862579,chr5,34001335,34001789,+
7862622,7862626,chr5,34006600,34006766,+
7862626,7862630,chr5,34006780,34006985,+
7862958,7862962,chr5,34042416,34042593,+
7866338,7866342,chr5,34487298,34487385,+
7866545,7866551,chr5,34503573,34504164,+
7866942,7866947,chr5,34555713,34555826,+
7868392,7868398,chr5,34699778,34700080,+
7869295,7869299,chr5,34789392,34789489,+
7872445,7872449,chr5,35129957,35130124,+
7872500,7872504,chr5,35136663,35136739,+
7872862,7872866,chr5,35188126,35188179,+
7872866,7872870,chr5,35188325,35188425,+
7881453,7881458,chr5,36444836,36445054,+
7892735,7892740,chr5,37672426,37672495,+
7893059,7893067,chr5,37717564,37717914,+
7899372,7899378,chr5,38453611,38454101,+
7900645,7900649,chr5,38576557,38576596,+
7901145,7901149,chr5,38636747,38636954,+
7905517,7905521,chr5,39177564,39177897,+
7905784,7905797,chr5,39209978,39210389,+
7906861,7906865,chr5,39370702,39370781,+
7907232,7907237,chr5,39423795,39424018,+
7907394,7907399,chr5,39433152,39433438,+
7913476,7913480,chr5,40436662,40436771,+
7915108,7915115,chr5,40682151,40682370,+
7915116,7915125,chr5,40682466,40682858,+
7919224,7919229,chr5,41193946,41194166,+
7922417,7922421,chr5,41794521,41794703,+
7927759,7927764,chr5,42720417,42720568,+
7928137,7928143,chr5,42772421,42772544,+
7928143,7928148,chr5,42772599,42772645,+
7928380,7928384,chr5,42810520,42810609,+
7928384,7928391,chr5,42810616,42810750,+
7931253,7931257,chr5,43025355,43025385,+
7931385,7931392,chr5,43034184,43034265,+
7931906,7931910,chr5,43058260,43058460,+
7943651,7943655,chr5,44606087,44606231,+
7956613,7956617,chr5,50445368,50445601,+
7957897,7957901,chr5,50656100,50656385,+
7957976,7957980,chr5,50663869,50663917,+
7969661,7969665,chr5,52603880,52604190,+
7970394,7970400,chr5,52727736,52727897,+
7971171,7971175,chr5,52840307,52840352,+
7972231,7972236,chr5,52997555,52997742,+
7973382,7973388,chr5,53173336,53173616,+
7980489,7980493,chr5,54179081,54179269,+
7982631,7982636,chr5,54455442,54455664,+
7983525,7983532,chr5,54533994,54534474,+
7983637,7983642,chr5,54545996,54546094,+
7984432,7984436,chr5,54646460,54646486,+
7985118,7985124,chr5,54742476,54742745,+
7985369,7985374,chr5,54774872,54774987,+
7988703,7988707,chr5,55218637,55219209,+
7990254,7990258,chr5,55345306,55345654,+
7990928,7990935,chr5,55438627,55438718,+
7991516,7991520,chr5,55509897,55510056,+
7991666,7991670,chr5,55528241,55528377,+
7992355,7992359,chr5,55577558,55577637,+
7995004,7995008,chr5,55856620,55856779,+
7995416,7995423,chr5,55903510,55903626,+
7995798,7995803,chr5,55934128,55934418,+
7996577,7996581,chr5,56013453,56013619,+
7997831,7997837,chr5,56097920,56097973,+
7997837,7997841,chr5,56097981,56098026,+
8000054,8000058,chr5,56327999,56328120,+
8000246,8000250,chr5,56356141,56356769,+
8000790,8000795,chr5,56422373,56422631,+
8001460,8001465,chr5,56491301,56491453,+
8001858,8001863,chr5,56534184,56534595,+
8002229,8002233,chr5,56586477,56586565,+
8002480,8002487,chr5,56616272,56616724,+
8003223,8003227,chr5,56717091,56717252,+
8003230,8003238,chr5,56717770,56717888,+
8003367,8003374,chr5,56736349,56736550,+
8007626,8007635,chr5,57171889,57172074,+
8010158,8010162,chr5,57456226,57456414,+
8014000,8014005,chr5,58094125,58094239,+
8014183,8014187,chr5,58128078,58128181,+
8015010,8015014,chr5,58261703,58261854,+
8019538,8019543,chr5,58923014,58923074,+
8020304,8020308,chr5,59038361,59038533,+
8022018,8022022,chr5,59296798,59296832,+
8024435,8024442,chr5,59745463,59745821,+
8027946,8027953,chr5,60339878,60340161,+
8028127,8028134,chr5,60372956,60373156,+
8028887,8028895,chr5,60487992,60488309,+
8028895,8028903,chr5,60488338,60488417,+
8028903,8028908,chr5,60488489,60488718,+
8033665,8033670,chr5,61163067,61163214,+
8034486,8034493,chr5,61275998,61276123,+
8034583,8034587,chr5,61290793,61291083,+
8034645,8034650,chr5,61299274,61299476,+
8034687,8034691,chr5,61304661,61304739,+
8034691,8034695,chr5,61304777,61304867,+
8035358,8035365,chr5,61334802,61335079,+
8036758,8036763,chr5,61525927,61525992,+
8037659,8037666,chr5,61631803,61631964,+
8039654,8039659,chr5,61920095,61920210,+
8041558,8041565,chr5,62224114,62224137,+
8043092,8043096,chr5,62385310,62385502,+
8065191,8065195,chr5,65810213,65810409,+
8074194,8074200,chr5,66958488,66958647,+
8074203,8074215,chr5,66959013,66959724,+
8076141,8076146,chr5,67206881,67207233,+
8076455,8076461,chr5,67235773,67236004,+
8076683,8076695,chr5,67268188,67268973,+
8077015,8077020,chr5,67315455,67315669,+
8078897,8078901,chr5,67648350,67648455,+
8081515,8081519,chr5,68046547,68046630,+
8082120,8082125,chr5,68134555,68134945,+
8083755,8083759,chr5,68290681,68291101,+
8083891,8083896,chr5,68306738,68306901,+
8084394,8084398,chr5,68377018,68377190,+
8084492,8084501,chr5,68396501,68397087,+
8084788,8084792,chr5,68434656,68434769,+
8084862,8084866,chr5,68445001,68445111,+
8085401,8085410,chr5,68534188,68534542,+
8085757,8085761,chr5,68593225,68593572,+
8086213,8086218,chr5,68673363,68673691,+
8086220,8086226,chr5,68673883,68674012,+
8086682,8086688,chr5,68746663,68746935,+
8113687,8113691,chr5,71290804,71291240,+
8121253,8121258,chr5,72179529,72179558,+
8121259,8121267,chr5,72179598,72179804,+
8121585,8121589,chr5,72211235,72211507,+
8123663,8123667,chr5,72452802,72452998,+
8128519,8128523,chr5,73022551,73022698,+
8129685,8129689,chr5,73158397,73158680,+
8130923,8130928,chr5,73281320,73281346,+
8132576,8132580,chr5,73424581,73424632,+
8134266,8134270,chr5,73542012,73542366,+
8134878,8134882,chr5,73612758,73613021,+
8135402,8135406,chr5,73678549,73678670,+
8136179,8136187,chr5,73786555,73786887,+
8136394,8136404,chr5,73813603,73814055,+
8136404,8136408,chr5,73814329,73814566,+
8136409,8136413,chr5,73814642,73814877,+
8137097,8137104,chr5,73901220,73901362,+
8137254,8137258,chr5,73917409,73917664,+
8137674,8137678,chr5,73969107,73969124,+
8139212,8139217,chr5,74206510,74206595,+
8141916,8141922,chr5,74581078,74581373,+
8142478,8142482,chr5,74638080,74639018,+
8142775,8142779,chr5,74651371,74651687,+
8145811,8145816,chr5,74949115,74949178,+
8146490,8146495,chr5,75037123,75037587,+
8149309,8149313,chr5,75363337,75363568,+
8149314,8149318,chr5,75363954,75364038,+
8150046,8150052,chr5,75457905,75458137,+
8151242,8151247,chr5,75617347,75617636,+
8156023,8156027,chr5,76273552,76273635,+
8157180,8157184,chr5,76386535,76386631,+
8157220,8157227,chr5,76391148,76391285,+
8157505,8157509,chr5,76404608,76404851,+
8158695,8158702,chr5,76543060,76543325,+
8158910,8158914,chr5,76562006,76562215,+
8160515,8160519,chr5,76739281,76739334,+
8161180,8161185,chr5,76788574,76788839,+
8177631,8177635,chr5,78504982,78505189,+
8177662,8177671,chr5,78509528,78509733,+
8177818,8177822,chr5,78518600,78518729,+
8178686,8178690,chr5,78595185,78595361,+
8179117,8179127,chr5,78638461,78638803,+
8184155,8184163,chr5,79173512,79173703,+
8185207,8185218,chr5,79238808,79238959,+
8189523,8189537,chr5,79690002,79690189,+
8189537,8189547,chr5,79690218,79690397,+
8189547,8189551,chr5,79690425,79690460,+
8189932,8189936,chr5,79736675,79736818,+
8192663,8192669,chr5,80056101,80056298,+
8194109,8194114,chr5,80186633,80186894,+
8194956,8194962,chr5,80254166,80254569,+
8195320,8195325,chr5,80267533,80267629,+
8200392,8200418,chr5,80743562,80743839,+
8200482,8200486,chr5,80754966,80755107,+
8207733,8207737,chr5,81630920,81631284,+
8207737,8207741,chr5,81631359,81631442,+
8209612,8209619,chr5,81857713,81857869,+
8213574,8213587,chr5,82357038,82357538,+
8213835,8213843,chr5,82386926,82387461,+
8215392,8215396,chr5,82632931,82632999,+
8215668,8215674,chr5,82676749,82677283,+
8216086,8216090,chr5,82730864,82731003,+
8225943,8225947,chr5,84305601,84305630,+
8242801,8242805,chr5,87311624,87311745,+
8246816,8246821,chr5,88108610,88108864,+
8251692,8251699,chr5,88734175,88734545,+
8252429,8252433,chr5,88833512,88833569,+
8255340,8255346,chr5,89315287,89315454,+
8258150,8258154,chr5,89902022,89902153,+
8261317,8261323,chr5,90463122,90463281,+
8265712,8265716,chr5,91058665,91058868,+
8268162,8268169,chr5,91357219,91357538,+
8278318,8278322,chr5,93250080,93250194,+
8282315,8282321,chr5,93677432,93677580,+
8285736,8285741,chr5,94240727,94240948,+
8294339,8294344,chr5,95553805,95553851,+
8296102,8296115,chr5,95732548,95733462,+
8296330,8296337,chr5,95759201,95759291,+
8296442,8296447,chr5,95771326,95771571,+
8296914,8296919,chr5,95818240,95818397,+
8297002,8297009,chr5,95823901,95824123,+
8297206,8297211,chr5,95843022,95843095,+
8297395,8297400,chr5,95857369,95857542,+
8297472,8297477,chr5,95861411,95861458,+
8297495,8297499,chr5,95862855,95863078,+
8297841,8297845,chr5,95902390,95902479,+
8298194,8298199,chr5,95959576,95959825,+
8298528,8298532,chr5,95988949,95989453,+
8299704,8299708,chr5,96199901,96200138,+
8302272,8302278,chr5,96584845,96585001,+
8302631,8302635,chr5,96627654,96627962,+
8303040,8303045,chr5,96663708,96663780,+
8303500,8303505,chr5,96718887,96718954,+
8306320,8306325,chr5,97071217,97071308,+
8316191,8316195,chr5,98776488,98776555,+
8316222,8316231,chr5,98779606,98779768,+
8316269,8316273,chr5,98786273,98786668,+
8317606,8317611,chr5,98933474,98933691,+
8320868,8320872,chr5,99438954,99438974,+
8325080,8325084,chr5,100104205,100104283,+
8331030,8331040,chr5,101087276,101087325,+
8331856,8331863,chr5,101260879,101261195,+
8344048,8344052,chr5,103341194,103341236,+
8344500,8344505,chr5,103428500,103428593,+
8363803,8363807,chr5,106959988,106960060,+
8365141,8365145,chr5,107218047,107218160,+
8366779,8366784,chr5,107472289,107472347,+
8367069,8367074,chr5,107502219,107502390,+
8367363,8367367,chr5,107542874,107543029,+
8367473,8367479,chr5,107557427,107557616,+
8367849,8367854,chr5,107607287,107607341,+
8370058,8370062,chr5,107893796,107893950,+
8371211,8371216,chr5,108084029,108084228,+
8378045,8378049,chr5,109105866,109106006,+
8393366,8393370,chr5,111549466,111549567,+
8394163,8394167,chr5,111680821,111680898,+
8394297,8394302,chr5,111700146,111700302,+
8398805,8398815,chr5,112390303,112390729,+
8404993,8404997,chr5,113090506,113090565,+
8405876,8405888,chr5,113203302,113203527,+
8405888,8405897,chr5,113203537,113203698,+
8405907,8405912,chr5,113204545,113204700,+
8413871,8413877,chr5,114378057,114378248,+
8414802,8414808,chr5,114519436,114520051,+
8419033,8419039,chr5,115191552,115191727,+
8420304,8420308,chr5,115379819,115380162,+
8420573,8420577,chr5,115418944,115419095,+
8425904,8425909,chr5,116135476,116135632,+
8427064,8427083,chr5,116361438,116361609,+
8427083,8427109,chr5,116361673,116361892,+
8428159,8428163,chr5,116486872,116486890,+
8428508,8428513,chr5,116527606,116527771,+
8428518,8428523,chr5,116528542,116528879,+
8428863,8428867,chr5,116571561,116571979,+
8444854,8444858,chr5,119031304,119031498,+
8447025,8447029,chr5,119273498,119273564,+
8447029,8447034,chr5,119273735,119273815,+
8447292,8447298,chr5,119308754,119309633,+
8447428,8447432,chr5,119324167,119324232,+
8447589,8447600,chr5,119340591,119341033,+
8447696,8447700,chr5,119355249,119355339,+
8448107,8448111,chr5,119399151,119399187,+
8465376,8465380,chr5,122402559,122402669,+
8468704,8468712,chr5,122844132,122844356,+
8471905,8471909,chr5,123158057,123158092,+
8477915,8477923,chr5,124127644,124127891,+
8477923,8477928,chr5,124128027,124128110,+
8478851,8478856,chr5,124289469,124289571,+
8480904,8480909,chr5,124581131,124581269,+
8481115,8481122,chr5,124605486,124605742,+
8481394,8481404,chr5,124641283,124641652,+
8481646,8481650,chr5,124660783,124660938,+
8481651,8481656,chr5,124661527,124661773,+
8481660,8481664,chr5,124662300,124662455,+
8481753,8481757,chr5,124676432,124676594,+
8481947,8481954,chr5,124701133,124701244,+
8481999,8482010,chr5,124706783,124707236,+
8483751,8483755,chr5,124884276,124884466,+
8484144,8484149,chr5,124922453,124922615,+
8484775,8484779,chr5,124981912,124982221,+
8484988,8484992,chr5,125012855,125012984,+
8485071,8485076,chr5,125027220,125027756,+
8485146,8485150,chr5,125034432,125034626,+
8486246,8486251,chr5,125196700,125196884,+
8486311,8486317,chr5,125205742,125206083,+
8487490,8487494,chr5,125409270,125409440,+
8492834,8492838,chr5,126365551,126365730,+
8492898,8492903,chr5,126370542,126370990,+
8492903,8492917,chr5,126371243,126371914,+
8492917,8492921,chr5,126372313,126373157,+
8493549,8493554,chr5,126465066,126465225,+
8493656,8493660,chr5,126477711,126477806,+
8494007,8494011,chr5,126519401,126519450,+
8495720,8495724,chr5,126649262,126649425,+
8498700,8498704,chr5,126852161,126852532,+
8500256,8500260,chr5,127011233,127011331,+
8500637,8500643,chr5,127040873,127041158,+
8504847,8504851,chr5,127649468,127649706,+
8506037,8506042,chr5,127844655,127844821,+
8506092,8506096,chr5,127850077,127850198,+
8506900,8506904,chr5,127958530,127958679,+
8507136,8507140,chr5,127997419,127997531,+
8507867,8507871,chr5,128085542,128085676,+
8508078,8508082,chr5,128121722,128122028,+
8509577,8509581,chr5,128328523,128328567,+
8510856,8510860,chr5,128522516,128522611,+
8511924,8511928,chr5,128682392,128682514,+
8512506,8512510,chr5,128774799,128774879,+
8512547,8512551,chr5,128782478,128782681,+
8514471,8514476,chr5,129096614,129096797,+
8527088,8527092,chr5,131252612,131252826,+
8527093,8527099,chr5,131252967,131253244,+
8527140,8527145,chr5,131257348,131257581,+
8527601,8527608,chr5,131289394,131289483,+
8528510,8528516,chr5,131379759,131379983,+
8529588,8529595,chr5,131514432,131515358,+
8531698,8531702,chr5,131775014,131775223,+
8534586,8534590,chr5,132104102,132104142,+
8535402,8535407,chr5,132215428,132215498,+
8535850,8535854,chr5,132254857,132255049,+
8535977,8535995,chr5,132259073,132259502,+
8536206,8536215,chr5,132274139,132274343,+
8536347,8536351,chr5,132287971,132288121,+
8537302,8537313,chr5,132370999,132371156,+
8537853,8537859,chr5,132420983,132421230,+
8538162,8538167,chr5,132456302,132456532,+
8538268,8538281,chr5,132466307,132466863,+
8538343,8538348,chr5,132473098,132473201,+
8542869,8542902,chr5,132825509,132825724,+
8542904,8542915,chr5,132825739,132825793,+
8542915,8542926,chr5,132825802,132825913,+
8542927,8542943,chr5,132825919,132826049,+
8543240,8543246,chr5,132839589,132839840,+
8545611,8545617,chr5,133016689,133017105,+
8546174,8546178,chr5,133049320,133049396,+
8554804,8554808,chr5,133869752,133869790,+
8555471,8555476,chr5,133927149,133927278,+
8555518,8555528,chr5,133930343,133930523,+
8556806,8556811,chr5,134019027,134019222,+
8558581,8558587,chr5,134127715,134127849,+
8558662,8558675,chr5,134132551,134132910,+
8559266,8559270,chr5,134177995,134178022,+
8560080,8560086,chr5,134245063,134245288,+
8561850,8561854,chr5,134409471,134409541,+
8561989,8561993,chr5,134415963,134416250,+
8563134,8563143,chr5,134506156,134506770,+
8564248,8564252,chr5,134569511,134569563,+
8565231,8565238,chr5,134637178,134637589,+
8570600,8570604,chr5,135014324,135014433,+
8572563,8572568,chr5,135126944,135127282,+
8572574,8572582,chr5,135127931,135128114,+
8572749,8572756,chr5,135141929,135142081,+
8574535,8574539,chr5,135325527,135325569,+
8574736,8574740,chr5,135337143,135337298,+
8576550,8576561,chr5,135490721,135490806,+
8581913,8581918,chr5,136036950,136037287,+
8582426,8582432,chr5,136087991,136088200,+
8582561,8582565,chr5,136104298,136104563,+
8593129,8593134,chr5,137622850,137623032,+
8593517,8593522,chr5,137672096,137672265,+
8594011,8594015,chr5,137737780,137737892,+
8599285,8599289,chr5,138230989,138231031,+
8602675,8602683,chr5,138459410,138459618,+
8604454,8604458,chr5,138560118,138560236,+
8605167,8605172,chr5,138609389,138609701,+
8605176,8605184,chr5,138609965,138610248,+
8605812,8605816,chr5,138663253,138663316,+
8606498,8606504,chr5,138725596,138725736,+
8607044,8607048,chr5,138754784,138754801,+
8608140,8608145,chr5,138845050,138845338,+
8608422,8608432,chr5,138875211,138875467,+
8608934,8608939,chr5,138928038,138928188,+
8609571,8609577,chr5,138974242,138974681,+
8610659,8610663,chr5,139108022,139108143,+
8610894,8610901,chr5,139131374,139131644,+
8614197,8614203,chr5,139373561,139374225,+
8614808,8614832,chr5,139394846,139395041,+
8614832,8614850,chr5,139395061,139395182,+
8614850,8614856,chr5,139395191,139395222,+
8615144,8615148,chr5,139415474,139415626,+
8615739,8615748,chr5,139470890,139471117,+
8615888,8615898,chr5,139481189,139481453,+
8615899,8615903,chr5,139481521,139481673,+
8615903,8615907,chr5,139481891,139482065,+
8616273,8616281,chr5,139511859,139512135,+
8616538,8616544,chr5,139525971,139526175,+
8618562,8618567,chr5,139642925,139642976,+
8618567,8618575,chr5,139643047,139643284,+
8619173,8619179,chr5,139665125,139665219,+
8619179,8619186,chr5,139665265,139665329,+
8619299,8619316,chr5,139670038,139670285,+
8619317,8619322,chr5,139670574,139670674,+
8619411,8619426,chr5,139676638,139677112,+
8619426,8619440,chr5,139677127,139677375,+
8619442,8619452,chr5,139677812,139677983,+
8622906,8622911,chr5,139863523,139863600,+
8626626,8626631,chr5,140219386,140219722,+
8626958,8626962,chr5,140251604,140251776,+
8626990,8626995,chr5,140253969,140254231,+
